state,crop,fertilizer_kg,labour_hours,seed_rate,net_profit,price_source
Uttarakhand,RAPESEED &MUSTARD,65.7,5.0,5.0,23679.41,Estimated
Uttarakhand,SESAME,65.7,5.0,5.0,23679.41,Estimated
Uttarakhand,MILLET,65.7,5.0,5.0,23679.41,Estimated
Uttarakhand,BLACKGRAM,65.7,5.0,5.0,23679.41,Estimated
Uttarakhand,OTHER OILSEEDS,65.7,5.0,5.0,23679.41,Estimated
Uttarakhand,SANNHAMP,65.7,5.0,5.0,23679.41,Estimated
Uttarakhand,SORGHUM,65.7,5.0,5.0,23679.41,Estimated
Uttarakhand,OTHER SUMMER PULSES,65.7,5.0,5.0,23679.41,Estimated
Uttarakhand,GRAM,29.0,5.0,5.0,4441.08,Estimated
West Bengal,SUGARCANE,250.0,5.0,5.0,1673395.38,Estimated
West Bengal,DRY CHILLIES,250.0,5.0,5.0,479855.67,National Avg
West Bengal,GARLIC,250.0,5.0,5.0,295529.98,State Market
West Bengal,TURMERIC,250.0,5.0,5.0,243668.75,National Avg
West Bengal,RICE,250.0,5.0,5.0,157352.26,State Market
West Bengal,GROUNDNUT,250.0,5.0,5.0,150636.24,National Avg
West Bengal,CASTOR SEED,195.6,5.0,5.0,139991.12,National Avg
West Bengal,JUTE,184.3,5.0,5.0,129722.59,State Market
West Bengal,LINSEED,175.6,5.0,5.0,121822.13,National Avg
West Bengal,TOBACCO,175.1,5.0,5.0,121400.72,National Avg
West Bengal,SUNFLOWER,151.5,5.0,5.0,100113.31,National Avg
West Bengal,SOYABEAN,151.2,5.0,5.0,99820.91,National Avg
West Bengal,COCONUT,149.0,5.0,5.0,97803.42,National Avg
West Bengal,SAFFLOWER,137.0,5.0,5.0,87076.24,National Avg
West Bengal,WHEAT,145.5,5.0,5.0,67692.45,State Market
West Bengal,MAIZE,86.0,5.0,5.0,43611.2,National Avg
West Bengal,ARECANUT,65.7,5.0,5.0,23679.41,Estimated
West Bengal,PIGEONPEA,65.7,5.0,5.0,23679.41,Estimated
West Bengal,PEARL MILLET,65.7,5.0,5.0,23679.41,Estimated
West Bengal,BARLEY,65.7,5.0,5.0,23679.41,Estimated
West Bengal,CARDAMOM,65.7,5.0,5.0,23679.41,Estimated
West Bengal,COTTON(LINT),65.7,5.0,5.0,23679.41,Estimated
West Bengal,HORSE-GRAM,65.7,5.0,5.0,23679.41,Estimated
West Bengal,SORGHUM,65.7,5.0,5.0,23679.41,Estimated
West Bengal,KHESARI,65.7,5.0,5.0,23679.41,Estimated
West Bengal,MASOOR,65.7,5.0,5.0,23679.41,Estimated
West Bengal,MESTA,65.7,5.0,5.0,23679.41,Estimated
West Bengal,GREENGRAM,65.7,5.0,5.0,23679.41,Estimated
West Bengal,NIGER SEED,65.7,5.0,5.0,23679.41,Estimated
West Bengal,OTHER KHARIF PULSES,65.7,5.0,5.0,23679.41,Estimated
West Bengal,FINGER MILLET,65.7,5.0,5.0,23679.41,Estimated
West Bengal,RAPESEED &MUSTARD,65.7,5.0,5.0,23679.41,Estimated
West Bengal,SANNHAMP,65.7,5.0,5.0,23679.41,Estimated
West Bengal,SESAME,65.7,5.0,5.0,23679.41,Estimated
West Bengal,MILLET,65.7,5.0,5.0,23679.41,Estimated
West Bengal,BLACKGRAM,65.7,5.0,5.0,23679.41,Estimated
West Bengal,GINGER,65.7,5.0,5.0,23679.41,Estimated
West Bengal,PEAS & BEANS (PULSES),65.7,5.0,5.0,23679.41,Estimated
West Bengal,OTHER  RABI PULSES,65.7,5.0,5.0,23679.41,Estimated
West Bengal,MOTH,65.7,5.0,5.0,23679.41,Estimated
West Bengal,POTATO,54.8,5.0,5.0,14169.7,State Market
West Bengal,GRAM,29.0,5.0,5.0,4441.08,Estimated
